Topic,Description,Register Address,Unit,Scaling,Offset,type,Multiplier,AddressOffset,AXSOL Name,AXSOL Unit & Resolution,upperLimit,lowerLimit
Cell_No_of_minimum_temperature_in_the_rack,1/bit                     ,17,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
System_accumulated_charging_capacity,0.1kWh/bit                ,18,kWh,0.1,0,UINT32,1,0,CT_E_Charge,,99999999.0,-99999999.0
System_accumulated_discharging_capacity,0.1kWh/bit                ,20,kWh,0.1,0,UINT32,1,0,CT_E_Discharge,,99999999.0,-99999999.0
System_accumulated_charge_quantity_for_a_single_time,0.1kWh/bit                ,22,kWh,0.1,0,UINT32,1,0,,,99999999.0,-99999999.0
System_accumulated_discharge_quantity_for_a_single_time,0.1kWh/bit                ,24,kWh,0.1,0,UINT32,1,0,,,99999999.0,-99999999.0
System_rechargeable_capacity,0.1kWh/bit                ,26,kWh,0.1,0,UINT32,1,0,,,99999999.0,-99999999.0
System_dischargeable_capacity,0.1kWh/bit                ,28,kWh,0.1,0,UINT32,1,0,,,99999999.0,-99999999.0
Available_discharge_time,Min/bit                   ,30,min,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Available_charging_time,Min/bit                   ,31,min,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Allowable_maximum_discharge_power,0.1kW/bit                 ,32,kW,0.1,0,UINT,1,0,LIM_P_Discharge,,99999999.0,-99999999.0
Allowable_maximum_charge_power,0.1kW/bit                 ,33,kW,0.1,0,UINT,1,0,LIM_P_Charge,,99999999.0,-99999999.0
Allowable_maximum_discharge_current,0.1A/bit                  ,34,A,0.1,0,UINT,1,0,,,99999999.0,-99999999.0
Allowable_maximum_charge_current,0.1A/bit                  ,35,A,0.1,0,UINT,1,0,,,99999999.0,-99999999.0
Discharge_times_of_the_day,1 time/bit                ,36,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Charge_times_of_the_day,1 time/bit                ,37,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Discharge_quantity_of_the_day,0.1kWh/bit                ,38,kWh,0.1,0,UINT32,1,0,,,99999999.0,-99999999.0
Charge_quantity_of_the_day,0.1kWh/bit                ,40,kWh,0.1,0,UINT32,1,0,,,99999999.0,-99999999.0
Operating_temperature,"1°C/bit, offset: -40°C, system average temperature",42,°C,1.0,-40,UINT,1,0,,,99999999.0,-99999999.0
System_Status,"0x00: initialization;<br>0x01: charging;<br>0x02: discharging;<br>0x03: ready;<br>0x05: charge prohibition;<br>0x06: discharge prohibition;<br>0x07: charging and discharging prohibition;<br>0x08: Fault<br><br>Supplemental description:<br>Initialization - The relay is not closed during the system power-on self-test;<br>Charging - After the relay is closed, the system detects charging current in all racks;<br>Discharge -- After the relay is closed, the system detects discharging current in all racks;<br>Ready: After the relay is closed, there is no charging or discharging;<br>Charge prohibition: The relay is closed, the system does not charge, allow discharge;<br>Discharge prohibition: The relay is closed and the system allows charging. Discharges are prohibited;<br>Charging and discharging prohibition: The relay is closed, and the system cannot charge or discharge.",43,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
BMS_charge_and_discharge_state,0x00: Others; 0x01: Discharge; 0x02: Charge.,44,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
System_insulation_resistance,"1KΩ/bit. Note: Check before powering on, no check required after powering on.",45,kΩ,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
PCS_and_BMS_communication_fault,0x01: communication loss 0x00: communication is normal,46,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
EMS_and_BMS_communication_fault,0x01: communication loss 0x00: communication is normal,47,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
System_cumulative_charging_time,"Unit: second, resolution: 1                           ",48,s,1.0,0,UINT32,1,0,,,99999999.0,-99999999.0
System_cumulative_discharging_time,"Unit: second, resolution: 1                           ",50,s,1.0,0,UINT32,1,0,,,99999999.0,-99999999.0
TMS_operational_status_Liquid_cooling_unit,0: OFF mode; 1: Cooling mode; 2: Heating mode; 3: Auto cycle mode.                                           ,60100,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
K1_relay_status,0: Opened status; 1: Closing status;                                                                         ,60101,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
K2_relay_status,0: Opened status; 1: Closing status; 2~3: Invalid.                                                           ,60102,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Preheat_mode_feedback,0: Exit preheat mode; 1: Enter preheat mode; 2~3: Invalid.                                                   ,60103,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Outlet_temperature,Resolutions: 1°C/bit; Offset: -40°C; Range: -40°C~210°C; Unit: °C; Type: test; 255: Invalid value            ,60104,°C,1.0,-40,UINT,1,0,,,99999999.0,-99999999.0
Return_temperature,Resolutions: 1°C/bit; Offset: -40°C; Range: -40°C~210°C; Unit: °C; Type: test; 255: Invalid value            ,60105,°C,1.0,-40,UINT,1,0,,,99999999.0,-99999999.0
Ambient_temperature,Resolutions: 1°C/bit; Offset: -40°C; Range: -40°C~210°C; Unit: °C; Type: test; 255: Invalid value            ,60106,°C,1.0,-40,UINT,1,0,ME_Temp_Room,,99999999.0,-99999999.0
Inlet_pressure_value,Resolutions: 0.1bar/bit; Offset: 0; Unit: bar; Range: 0bar~25.0bar; 255: Invalid value                       ,60107,bar,0.1,0,UINT,1,0,,,99999999.0,-99999999.0
Outlet_pressure_value,Resolutions: 0.1bar/bit; Offset: 0; Unit: bar; Range: 0bar~25.0bar; 255: Invalid value                       ,60108,bar,0.1,0,UINT,1,0,,,99999999.0,-99999999.0
Ambient_humidity,Resolutions: 1%/bit; Offset: 0; Unit: %; Range: 0%~100%; 255: Invalid value                                  ,60109,%,1.0,0,UINT,1,0,ME_Hum_Room,,99999999.0,-99999999.0
TMS_fault_code,"0: No fault. For other specific fault codes, please refer to the TMS Communication Protocol Fault Code Table.",60110,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
TMS_fault_leve,0: No fault; 1: Alarm I; 2: Alarm II.                                                                        ,60111,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
ACDC_A_voltage,Resolutions: 1V/bit; Offset: 0; Unit: V; Range: 0-32V                                                        ,60112,V,1.0,0,UINT,1,0,ME_V_UPS_Batt,,99999999.0,-99999999.0
Water_pump_PWM,Resolutions: 1%/bit; Offset: 0; Unit: %                                                                      ,60113,%,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
HV_value,Range: 0-100%; 255: Invalid value; Resolutions: 1KPa/bit; Offset: 0; Unit: KPa; Range: 0-3400KPa             ,60114,kPa,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
LV_value,Resolutions: 1KPa/bit; Offset: 0; Unit: KPa; Range: 0-3200KPa                                                ,60115,kPa,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Fan_PWM,Resolutions: 1%/bit; Offset: 0; Unit: %; Range: 0-100%; 255: Invalid value                                   ,60116,%,1.0,0,UINT,1,0,ST_Heater,,99999999.0,-99999999.0
Electronic_expansion_valve_opening,Resolutions: 2step/bit; Offset: 0; Unit: step; Range: 0-250%; 255: Invalid value                             ,60117,step,2.0,0,UINT,1,0,,,99999999.0,-99999999.0
Compressor_voltage,Resolutions: 3V/bit; Offset: 0; Unit: V; Range: 0-765V                                                       ,60118,V,3.0,0,UINT,1,0,,,99999999.0,-99999999.0
Compressor_speed,Resolutions: 100rpm/bit; Offset: 0; Unit: rpm; Range: 0-200; 255: Invalid value                              ,60119,rpm,100.0,0,UINT,1,0,,,99999999.0,-99999999.0
PTC_temperature_switch_status,0: Opened status; 1: Closing status                                                                          ,60120,NoUnit,1.0,0,UINT,1,0,ST_Heater,,99999999.0,-99999999.0
Dehumidification_status_Pump_switch,0: Opened status; 1: Closing status                                                                          ,60121,NoUnit,1.0,0,UINT,1,0,ST_Heater,,99999999.0,-99999999.0
AC_fault,00: No fault                                                                                                 ,60122,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Reserved_60123,0.1°C                                                                                                        ,60123,°C,0.1,0,UINT,1,0,,,99999999.0,-99999999.0
Reserved_60124,0.1%RH                                                                                                       ,60124,%,0.1,0,UINT,1,0,,,99999999.0,-99999999.0
Meter_operating_time_Meter,0.01                                                                                                         ,60125,NoUnit,0.01,0,UINT,1,0,,,99999999.0,-99999999.0
Maximum_average_forward_active_power,10,60126,NoUnit,10.0,0,UINT,1,0,,,99999999.0,-99999999.0
Apparent_power,10,60127,NoUnit,10.0,0,UINT,1,0,,,99999999.0,-99999999.0
Reserved_60128,10,60128,NoUnit,10.0,0,UINT,1,0,,,99999999.0,-99999999.0
Phase_A_voltage,0.01                                                                                                         ,60129,NoUnit,0.01,0,UINT,1,0,,,99999999.0,-99999999.0
Phase_B_voltage,0.01                                                                                                         ,60130,NoUnit,0.01,0,UINT,1,0,,,99999999.0,-99999999.0
Phase_C_voltage,0.01                                                                                                         ,60131,NoUnit,0.01,0,UINT,1,0,,,99999999.0,-99999999.0
Phase_A_current,0.001                                                                                                        ,60132,NoUnit,0.001,0,UINT,1,0,ME_I_PhA,,99999999.0,-99999999.0
Phase_B_current,0.001                                                                                                        ,60133,NoUnit,0.001,0,UINT,1,0,ME_I_PhB,,99999999.0,-99999999.0
Phase_C_current,0.001                                                                                                        ,60134,NoUnit,0.001,0,UINT,1,0,ME_I_PhC,,99999999.0,-99999999.0
Frequency,0.01                                                                                                         ,60135,NoUnit,0.01,0,UINT,1,0,,,99999999.0,-99999999.0
Phase_A_active_power,10,60136,NoUnit,10.0,0,UINT,1,0,,,99999999.0,-99999999.0
Phase_B_active_power,10,60137,NoUnit,10.0,0,UINT,1,0,,,99999999.0,-99999999.0
Phase_C_active_power,10,60138,NoUnit,10.0,0,UINT,1,0,,,99999999.0,-99999999.0
Active_power,10,60139,NoUnit,10.0,0,UINT,1,0,ME_P_AUX,,99999999.0,-99999999.0
Reactive_power,10,60140,NoUnit,10.0,0,UINT,1,0,ME_Q_AUX,,99999999.0,-99999999.0
Self_check_status_UPS,                                                                                                             ,60141,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Self_check_feedback,                                                                                                             ,60142,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Auxiliary_power_supply_status,                                                                                                             ,60143,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
UPS_output_status,                                                                                                             ,60144,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Load_status,                                                                                                             ,60145,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Charging_discharging_status,                                                                                                             ,60146,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Battery_remaining_capacity,Unit: %                                                                                                      ,60147,%,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Battery_remaining_time_seconds,Unit: s                                                                                                      ,60148,s,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Auxiliary_power_supply_abnormally,                                                                                                             ,60149,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Feedback_of_circuit_breaker_DI,                                                                                                             ,60150,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Container_access_control,                                                                                                             ,60151,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
PCS_emergency_stop,                                                                                                             ,60152,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
SPD_feedback_2,                                                                                                             ,60153,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Flood,                                                                                                             ,60154,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Combustible_gas_alarm,                                                                                                             ,60155,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Explosion_proof_fan_status,                                                                                                             ,60156,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Explosion_proof_fan_alarm,                                                                                                             ,60157,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Container_emergency_stop_restart_to_release,                                                                                                             ,60158,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Fire_protection_fault,                                                                                                             ,60159,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Fire_protection_alarm_level_I,                                                                                                             ,60160,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Fire_protection_alarm_level_II,                                                                                                             ,60161,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
AC_detection,                                                                                                             ,60162,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
Forward_active_energy,1000,60163,NoUnit,1000.0,0,UINT,1,0,,,99999999.0,-99999999.0
Forward_reactive_energy,1000,60164,NoUnit,1000.0,0,UINT,1,0,,,99999999.0,-99999999.0
BMS_request_mode_Liquid_cooling_unit,0: OFF; 1: Cooling; 2: Heating; 3: Auto cycle                                                                ,60165,NoUnit,1.0,0,UINT,1,0,,,99999999.0,-99999999.0
BMS_status,0: Automatic mode; 1: BMS control                                                                            ,60166,NoUnit,1.0,0,UINT,1,0,ST_Op,,99999999.0,-99999999.0
Set_temperature,Resolutions: 1°C/bit; Offset: -40°C; Unit: °C                                                                ,60167,°C,1.0,-40,UINT,1,0,ST_Heater,,99999999.0,-99999999.0
